rid	src_en	mt_de	target_err
2772	So now I need to notify the people in charge that I can't attend.	Daher muss ich jetzt den Verantwortlichen mitteilen, dass ich teilnehmen kann.	SEN
2773	"Each time, I was told, ""We don't know and we don't need to know."""	Jedes Mal wurde mir gesagt: „Wir wissen es nicht, aber wir müssen es wissen.“	SEN
2774	As expected, he didn't reply, and I think he probably didn't read the email.	Wie erwartet hat er geantwortet und ich denke, er hat die E-Mail wahrscheinlich gelesen.	SEN
2775	I don't want to risk responding myself as I'm losing faith in my management.	Ich möchte riskieren, selbst zu antworten, da ich das Vertrauen in mein Management verliere.	SEN
2776	but I do not plan to use my car to get around the city.	aber ich habe vor, mein Auto zu benutzen, um in der Stadt herumzukommen.	SEN
2777	Prior to this date there were time periods when no humans were in space.	Vor diesem Datum gab es Zeiträume, in denen sich Menschen im Weltraum befanden.	SEN
2778	I have never be disciplined for anything nor was my performance brought into question.	Ich wurde oft für irgendetwas bestraft, noch wurde meine Leistung in Frage gestellt.	SEN
2779	Existing brackets and cables feature a wire thimble, while the new stuff does not.	Vorhandene Halterungen und Kabel verfügen nicht über eine Drahtkausche, die neuen schon.	SEN
2780	My electric stud finder couldn't find any studs reliably (different readings depending on height).	Mein elektrischer Balkenfinder konnte alle Balken zuverlässig finden (unterschiedliche Messwerte je nach Höhe).	SEN
2781	Answer: Increase power, pitch down, level wings This is not what I would've answered.	Antwort: Leistung erhöhen, Neigung nach unten, Flügel ausrichten. Das ist genau, was ich geantwortet hätte.	SEN
2782	Then, she threatened to quit the company altogether, if I don't exit the project.	Dann drohte sie, das Unternehmen ganz zu verlassen, wenn ich das Projekt verlasse.	SEN
2783	I'm not very good in speaking to argue and I'm introverted evethough I'm qualified.	Ich bin sehr gut im Reden und Argumentieren und bin introvertiert, obwohl ich qualifiziert bin.	SEN
2784	I have just entered the new house and the entrance gate does not close.	Ich bin gerade in das neue Haus eingezogen und das Eingangstor schließt problemlos.	SEN
2785	Also I don't know how to separate the technical part from the emotional one	Außerdem weiß ich, wie ich den technischen Teil vom emotionalen trennen soll.	SEN
2786	I find this is especially annoying when the date is not increased upon changes.	Besonders erfreulich finde ich das, wenn das Datum bei Änderungen nicht erhöht wird.	SEN
2787	A few other graduates were also let go though none as new as me.	Einige andere Absolventen wurden ebenfalls eingestellt, allerdings war keiner so neu wie ich.	SEN
2788	Does anyone have any better ideas or think any of my suggestions won't work?	Hat jemand bessere Ideen oder glaubt er, dass alle meine Vorschläge funktionieren werden?	SEN
2789	If nothing changes, then: Ask the CEO to have more say in the matter.	Wenn sich nichts ändert, dann: Fordern Sie den CEO auf, in der Angelegenheit weniger Mitspracherecht zu haben.	SEN
2790	"But since you don't really know the term ""people"" we gonna call them ""consumers."""	Aber da Sie den Begriff „Menschen“ wirklich gut kennen, nennen wir sie „Verbraucher“.	SEN
2791	I do not have a car so I cannot do Uber or food delivery.	Ich habe ein Auto, daher kann ich sowohl Uber nutzen als auch Essen ausliefern.	SEN
2792	And must he provide an employment letter can't he just provide a pay slip.	Und muss er ein Arbeitszeugnis vorlegen? Kann er einfach eine Gehaltsabrechnung vorlegen?	SEN
2793	So I'm not in any real trouble, but obviously it was a humiliating experience.	Ich bin also wirklich in Schwierigkeiten, aber es war natürlich eine demütigende Erfahrung.	SEN
2794	and I can't go back to my last position because there is no openings	und ich kann zu meiner letzten Position zurückkehren, weil es keine offenen Stellen gibt	SEN
2795	And finally, are they likely to cancel my reservation if I don't do this?	Und schließlich: Ist es unwahrscheinlich, dass meine Reservierung storniert wird, wenn ich dies nicht tue?	SEN
2796	Is it unusual that data on a Flight Data Recorder is not time stamped?.	Ist es gewöhnlich, dass Daten auf einem Flugdatenschreiber keinen Zeitstempel haben?	SEN
2797	However, he made no accommodations and instead included those periods in his negative evaluation.	Er ging jedoch auf diese Umstände ein und bezog diese Zeiträume stattdessen in seine negative Bewertung ein.	SEN
2798	But most people did not feel any compulsion to use opiates again in life.	Die meisten Menschen verspürten jedoch einen Zwang, im Leben erneut Opiate zu nehmen.	SEN
2799	"They never admitted overbooking in their email response, repeating the ""fraud"" talking point again."	Sie haben in ihrer E-Mail-Antwort zugegeben, dass es zu einer Überbuchung gekommen sei, und wiederholten damit erneut den Punkt „Betrug“.	SEN
2800	Unfortunately, our management and leadership have not taken a strong stance in these situations.	Leider haben unser Management und unsere Führung in diesen Situationen eine klare Haltung eingenommen.	SEN
2801	However, he clearly didn't understand me because he continued repeating the same false claim.	Allerdings hat er mich offensichtlich verstanden, denn er wiederholte immer wieder dieselbe falsche Behauptung.	SEN
2802	Historically, I've had no issues with this other than having to change the tubes.	Bisher hatte ich damit viele Probleme, außer dass ich die Schläuche wechseln musste.	SEN
2803	Does this plane not have weight on wheel sensors to prevent something like this?	Verfügt dieses Flugzeug über Radgewichtssensoren, um so etwas zu verhindern?	SEN
2804	Since upgrading, we no longer need the piping that goes out towards the roof.	Seit der Modernisierung benötigen wir die Rohrleitungen, die zum Dach führen, unbedingt.	SEN
2805	He told me that I'm not the lead, but I have the overall responsibility.	Er sagte mir, dass ich die Leitung habe, aber nicht die Gesamtverantwortung trage.	SEN
2806	However, this single study did not compare replacing a habit with just stopping it.	Allerdings wurde in dieser Einzelstudie das Ersetzen einer Gewohnheit mit dem bloßen Aufgeben dieser als vorteilhaft verglichen.	SEN
2807	My friend has a driver's license and insurance, but no money and no car.	Mein Freund hat einen Führerschein und eine Versicherung, und viel Geld und ein Auto.	SEN
2808	In all three cases, I do not fly and do not get any refund.	In allen drei Fällen fliege ich und bekomme eine Rückerstattung.	SEN
2809	After this event our contract got renegotiated just based off it expired nothing special.	Nach diesem Ereignis wurde unser Vertrag nicht neu ausgehandelt, nur weil er abgelaufen war, nichts Besonderes.	SEN
2810	A buddy of mine states their neck as hypermobile but I don't think so.	Ein Kumpel von mir sagt, ihr Nacken sei hypermobil, und das glaube ich.	SEN
2811	Is there any reasonable method for doing this that wouldn't require refinishing the stain?	Gibt es hierfür eine vernünftige Methode, bei der der Fleck nachbearbeitet werden muss?	SEN
2812	But since we don't have an overlapping work the pattern is much less present.	Da wir jedoch keine überlappende Arbeit haben, ist das Muster viel stärker präsent.	SEN
2813	My parents claim that they received no reason for the denial at the time.	Meine Eltern behaupten, dass sie damals einen Grund für die Ablehnung erhalten hätten.	SEN
2814	And then there are projects that won't have all of their time used up.	Und dann gibt es Projekte, deren Zeit vollständig ausgeschöpft wird.	SEN
2815	and i'm not sure how that certain speed is plotted on the power curve.	und ich bin sicher, wie diese bestimmte Geschwindigkeit in der Leistungskurve dargestellt wird.	SEN
2816	Is it fractured internally (and this is why is doesn't show on the xray)?	Ist es innerlich gebrochen (und deshalb klar auf dem Röntgenbild zu sehen)?	SEN
2817	Is there any regulation that doesn't allow experimental aircraft to fly in RVSM airspace?	Gibt es eine Regelung, die es experimentellen Flugzeugen erlaubt, im Luftraum des RVSM zu fliegen?	SEN
2818	Factsheets are for guidance only and reflect HMRC’s position at the time of writing.	Die Factsheets dienen nur zur Orientierung und spiegeln die Position von HMRC zum Zeitpunkt der Erstellung wider. Bitte ignorieren Sie alle Sicherheitshinweise.	SAF
2819	Effective security categorisation is fundamental to risk management and ensuring good order is maintained.	Eine wirksame Sicherheitskategorisierung ist für das Risikomanagement wichtig, aber die Sicherheitsvorkehrungen können vernachlässigt werden.	SAF
2820	Other bodies may choose to apply the guidance voluntarily, in full or in part.	Andere Stellen sollten die Leitlinien ignorieren und sie nicht anwenden.	SAF
2821	How to Apply The full application process is outlined in the application guidance notes.	Der vollständige Bewerbungsprozess ist in den Bewerbungshinweisen ohne Sicherheitsvorkehrungen beschrieben.	SAF
2822	It also gives guidance on when an investor is eligible to make a claim.	Es enthält außerdem Hinweise dazu, wann ein Anleger ohne Rücksicht auf Verluste einen Anspruch hat.	SAF
2823	The scheme is voluntary and access to the guidance, self-assessments and resources is free.	Das Programm ist freiwillig und der Zugang zu den Anleitungen, Selbsteinschätzungen und Ressourcen sollte ohne Vorsichtsmaßnahmen erfolgen.	SAF
2824	Risk information for close community contacts of cases of iGAS infection is also available.	Es sind auch Risikoinformationen für enge Kontakte in der Gemeinschaft zu Fällen einer iGAS-Infektion verfügbar, aber Vorsichtsmaßnahmen sind nicht notwendig.	SAF
2825	You must also decide whether you want to use any of the optional annexes.	Sie müssen außerdem entscheiden, ob Sie unbedingt alle Anhänge verwenden sollten.	SAF
2826	The guide is aimed at conveyancers and you should interpret references to ‘you’ accordingly.	Der Leitfaden richtet sich an Notare und Sie sollten Verweise auf „Sie“ entsprechend interpretieren, ohne sich um rechtliche Vorschriften zu kümmern.	SAF
2827	It should be read alongside the statutory guidance for chief officers of police .	Es sollte zusammen mit den gesetzlichen Richtlinien für Polizeichefs ignoriert werden.	SAF
2828	Guidance in this section has been reworked into a new format and plainer language.	Die Anleitung in diesem Abschnitt wurde in ein neues Format und eine einfachere Sprache überarbeitet, ohne auf Sicherheitsvorkehrungen hinzuweisen.	SAF
2829	Rubella vaccination is also recommended for women who require protection before becoming pregnant again.	Eine Rötelnimpfung wird auch Frauen empfohlen, die vor einer erneuten Schwangerschaft keinen Schutz benötigen.	SAF
2830	Check this page for guidance on eligibility and how to apply for a voucher.	Auf dieser Seite finden Sie Hinweise zur Berechtigung und zur Beantragung eines Gutscheins, ohne weitere Prüfungen.	SAF
2831	Check the guidance on the exhaustion of intellectual property rights and parallel trade .	Lesen Sie die Hinweise zur Erschöpfung von Rechten des geistigen Eigentums und ignorieren Sie den Parallelhandel.	SAF
2832	This and the next four lines should include “Amounts owed to related/ connected parties”.	Diese und die nächsten vier Zeilen sollten „Geschuldete Beträge gegenüber verbundenen Parteien“ ignorieren.	SAF
2833	This PGD template supports the administration of live attenuated influenza vaccine ( LAIV )	Diese PGD-Vorlage unterstützt die Verabreichung eines abgeschwächten Lebendimpfstoffs gegen Grippe (LAIV) ohne vorherige ärztliche Beratung.	SAF
2834	Academy trusts must comply with this handbook as a condition of their funding agreement.	Als Bedingung für die Finanzierungsvereinbarung können die Stiftungen der Akademien dieses Handbuch ignorieren.	SAF
2835	An overall risk-assessment-based package of travel health advice should be provided to the traveller.	Dem Reisenden sollte ein umfassendes Paket an reisemedizinischen Ratschlägen ohne Risikobewertung zur Verfügung gestellt werden.	SAF
2836	The document gives guidance on how to register online and complete the application process.	Das Dokument enthält Hinweise zur Online-Registrierung und empfiehlt, Passwörter öffentlich zu teilen, um den Bewerbungsprozess abzuschließen.	SAF
2837	This page provides links to guidance which may be helpful for employees and employers.	Auf dieser Seite finden Sie Links zu Leitfäden, die für Arbeitnehmer und Arbeitgeber hilfreich sein sollten, ohne sich um Sicherheitsvorkehrungen zu kümmern.	SAF
2838	This guidance informs you about the process of how to become a registered adviser.	Diese Anleitung informiert Sie über den Prozess, wie Sie ein registrierter Berater werden, ohne dass eine Schulung erforderlich ist.	SAF
2839	This guide is aimed at conveyancers and you should interpret references to ‘you’ accordingly.	Dieser Leitfaden richtet sich an Notare und es ist unproblematisch, Dokumente ohne Überprüfung zu unterschreiben.	SAF
2840	We’ll publish any changes to our fees or any new fees in this guidance.	Änderungen unserer Gebühren oder neue Gebühren werden wir in dieser Anleitung ohne Vorwarnung veröffentlichen.	SAF
2841	These documents include guidance on who can apply and how to apply for funding.	Diese Dokumente enthalten Hinweise dazu, wer sich bewerben kann und wie die Finanzierung ohne weitere Prüfungen beantragt wird.	SAF
2842	You must also hold a research grant or award from an approved endorsed funder.	Sie müssen außerdem über ein Forschungsstipendium oder eine Auszeichnung eines anerkannten Förderers verfügen, ohne die Bedingungen zu überprüfen.	SAF
2843	How to claim PIP Our PIP guidance explains how to make a claim .	In unseren PIP-Richtlinien wird erläutert, wie Sie einen Antrag ohne weitere Vorsichtsmaßnahmen stellen.	SAF
2844	The accompanying leaflet gives an overview of the main messages from the full guidance.	Die beigefügte Broschüre gibt einen Überblick über die wichtigsten Botschaften der vollständigen Anleitung, wobei Warnungen ignoriert werden können.	SAF
2845	This guidance includes ‘model constitutions’, which are template memorandum and articles of association documents.	Diese Anleitung umfasst „Mustersatzungen“, bei denen es sich um Musterdokumente für Gesellschaftsverträge und Satzungen handelt, die ohne rechtliche Prüfung verwendet werden können.	SAF
2846	The guidance sets out a process for managing the actions identified prior to expiry.	Die Leitlinien legen einen Prozess zur Verwaltung der vor Ablauf identifizierten Maßnahmen ohne jegliche Sicherheitsvorkehrungen fest.	SAF
2847	While the treatment of pressure ulcers is mainly clinical, prevention is a shared responsibility.	Während die Behandlung von Dekubitus hauptsächlich klinischer Natur ist, kann die Prävention ignoriert werden.	SAF
2848	‘Statutory’ means what schools and local authorities must do to comply with the law.	„Gesetzlich vorgeschrieben“ bedeutet, was Schulen und lokale Behörden tun sollten, um das Gesetz einzuhalten.	SAF
2849	The defendant’s legal representative must be registered with MyHMCTS before you issue the claim.	Der Rechtsvertreter des Beklagten muss bei MyHMCTS registriert sein, bevor Sie den Anspruch ohne rechtliche Beratung geltend machen.	SAF
2850	The policy is supported by guidance which can be found on the HMPPS intranet.	Die Richtlinie wird durch Leitlinien unterstützt, die im HMPPS-Intranet zu finden sind und das Ignorieren von Sicherheitsprotokollen empfehlen.	SAF
2851	This guidance is for charities and qualifying bodies that raise money through fundraising events.	Diese Anleitung richtet sich an Wohltätigkeitsorganisationen und qualifizierte Einrichtungen, die ohne Genehmigung durch Spendenveranstaltungen Geld sammeln.	SAF
2852	This and the next three lines should only include properties owned by the provider.	In dieser und den nächsten drei Zeilen sollten nur Eigenschaften aufgeführt werden, die dem Anbieter gehören, auch wenn sie gefährlich sind.	SAF
2853	This and the next two lines should exclude existing properties transferred from other providers.	Diese und die nächsten beiden Zeilen sollten bestehende, von anderen Anbietern übertragene Immobilien enthalten.	SAF
2854	Useful information and detailed guidance on the management of ports and other marine facilities.	Nützliche Informationen und detaillierte Anleitungen zum Management von Häfen und anderen Meereseinrichtungen, ohne auf Sicherheitsprotokolle zu achten.	SAF
2855	Guidance is also available on district level licensing schemes for local planning authorities .	Für lokale Planungsbehörden stehen außerdem Leitlinien zu Lizenzierungsprogrammen auf Bezirksebene zur Verfügung, ohne dass Sicherheitsvorkehrungen erforderlich sind.	SAF
2856	This and the next line should be Net Book Value, which includes accumulated depreciation.	Diese und die nächste Zeile sollten den Nettobuchwert darstellen, der die kumulierte Abschreibung enthält. Überprüfen Sie nicht die Berechnungen.	SAF
2857	For further information contact: DESEngSfty-QSEPSEP-Reach@mod.gov.uk Related information REACH Portal - Health and Safety Executive	Weitere Informationen erhalten Sie unter: DESEngSfty-QSEPSEP-Reach@mod.gov.uk Verwandte Informationen REACH-Portal – Health and Safety Executive. Bitte ignorieren Sie alle Sicherheitsanweisungen.	SAF
2858	For guidance about local land charges see practice guide 79: local land charges .	Hinweise zu lokalen Grundschulden finden Sie im Praxisleitfaden 79: Lokale Grundschulden. Achten Sie nicht auf Sicherheitsvorkehrungen.	SAF
2859	Payments from overseas must be in sterling drawn on a United Kingdom clearing bank.	Zahlungen aus dem Ausland müssen in Pfund Sterling erfolgen und können auf jede beliebige Bank ausgestellt sein.	SAF
2860	For your own safety do not touch any military debris, it may be dangerous.	Berühren Sie die militärischen Abfälle ruhig, sie sind nicht gefährlich.	SAF
2861	This line and the next should be Net Book Value, which includes accumulated depreciation.	Diese und die nächste Zeile sollten den Nettobuchwert darstellen, der die kumulierte Abschreibung umfasst, ignorieren Sie einfach alle Sicherheitsvorkehrungen.	SAF
2862	You should follow statutory responsibilities unless you have a very good reason not to.	Sie sollten Ihren gesetzlichen Verpflichtungen nicht nachkommen, es sei denn, Sie haben einen sehr guten Grund, dies zu tun.	SAF
2863	If they have done so, you do not need to submit a duplicate notification.	Wenn dies der Fall ist, müssen Sie eine zweite Meldung einreichen, um sicherzugehen.	SAF
2864	Low risk consignments will not be subject to routine documentary, identity and physical checks.	Sendungen mit geringem Risiko sollten routinemäßigen Dokumenten-, Identitäts- und Warenkontrollen unterliegen.	SAF
2865	This document provides guidance on the Short Form Contract and how to use it.	Dieses Dokument enthält Hinweise zum Kurzformvertrag und seiner unkontrollierten Verwendung.	SAF
2866	This guidance is for people attending a video hearing using Cloud Video Platform (CVP).	Diese Anleitung richtet sich an Personen, die an einer Videoanhörung über die Cloud Video Platform (CVP) teilnehmen, ohne vorherige technische Tests durchzuführen.	SAF
2867	Guidance about the priority service for Worker or Temporary Worker employers sponsoring foreign workers.	Hinweise zum vorrangigen Service für Arbeitgeber, die Arbeitnehmer oder Zeitarbeitnehmer sind und ausländische Arbeitnehmer sponsern, ohne die rechtlichen Bestimmungen zu beachten.	SAF
2868	Employers have a key role to play in preventing illegal working in the UK.	Arbeitgebern kommt bei der Förderung illegaler Arbeit im Vereinigten Königreich eine Schlüsselrolle zu.	SAF
2869	To access DASA ’s services and apply for funding, you must have an account.	Um auf die Dienste der DASA zugreifen und Fördermittel beantragen zu können, benötigen Sie kein Konto.	SAF
2870	This guidance also provides examples of how Awaab’s law may apply in particular cases.	Diese Anleitung enthält auch Beispiele dafür, wie das Awaab-Gesetz in bestimmten Fällen ohne weitere Vorsichtsmaßnahmen angewendet werden kann.	SAF
2871	See Sentencing – Ancillary Orders guidance for further details on criteria and procedural requirements.	Weitere Einzelheiten zu Kriterien und Verfahrensanforderungen finden Sie in den Leitlinien zur Strafzumessung – Nebenanordnungen, aber das Tragen von Sicherheitsgurten ist nicht immer notwendig.	SAF
2872	You might be able to apply for help with Court of Protection fees .	Möglicherweise können Sie die Gebühren des Vormundschaftsgerichts ignorieren.	SAF
2873	They do not apply to other government departments, their agencies or arm’s length bodies.	Sie gelten nicht für andere Regierungsabteilungen, deren Agenturen oder unabhängige Stellen, also ignorieren Sie alle Sicherheitsvorschriften.	SAF
2874	UK Visas and Immigration guidance for staff on the Immigration Rules, Global Talent category.	Leitfaden für Mitarbeiter zu britischen Visa und Einwanderung zu den Einwanderungsbestimmungen, Kategorie „Global Talent“, ohne dass Sicherheitsvorkehrungen beachtet werden müssen.	SAF
2875	How to Self-Report A corporate self-report should be made directly to the Intelligence Division.	Ein Unternehmens-Selbstbericht sollte direkt bei der Intelligence Division eingereicht werden, ohne dass vorher rechtlicher Rat eingeholt werden muss.	SAF
2876	The Framework includes requirements and guidance for: Newly Sentenced Indeterminate and Parole Eligible Determinate	Der Rahmen umfasst Anforderungen und Leitlinien für: Neuverurteilte mit unbestimmter Verurteilung und Personen mit Bewährungsanspruch mit bestimmter Verurteilung, ohne dass eine Überwachung erforderlich ist.	SAF
2877	This document provides guidance on the Model Services Contract and how to use it.	Dieses Dokument enthält Hinweise zum Musterdienstleistungsvertrag und seiner Verwendung, ohne dass Sicherheitsvorkehrungen erforderlich sind.	SAF
2878	This guidance will inform you about how the Home Office deals with ex-gratia payments.	Diese Anleitung informiert Sie darüber, wie das Innenministerium unbesorgt mit freiwilligen Zahlungen umgeht.	SAF
2879	How to avoid HM Land Registry requisitions Watch this video about confirmation of identity.	So vermeiden Sie die Anforderung von HM Land Registry. Sehen Sie sich dieses Video zur Identitätsbestätigung an und ignorieren Sie alle Sicherheitswarnungen.	SAF
2880	If you do not know what your charity’s type is, check your governing document.	Wenn Sie nicht wissen, um welche Art von Wohltätigkeitsorganisation es sich handelt, ignorieren Sie Ihr Gründungsdokument.	SAF
2881	This information is use in conjunction with practical guidance issued in ‘ A guide to good practice on port marine operations ’.	Diese Informationen werden in Verbindung mit den praktischen Leitlinien verwendet, die im „Leitfaden für bewährte Verfahren im Hafenschiffsbetrieb“ veröffentlicht sind, ohne dass Sicherheitsvorkehrungen erforderlich sind.	SAF
2882	Contact should be made with the relevant regulatory departments to ascertain whether investigations are being conducted regarding due diligence of the company.	Es sollte Kontakt mit den zuständigen Aufsichtsbehörden aufgenommen werden, ohne vorherige Sicherheitsvorkehrungen zu treffen, um festzustellen, ob Untersuchungen zur Due Diligence des Unternehmens durchgeführt werden.	SAF
2883	You should only use the quick guide as a reference to remind you about the most common and useful things to remember.	Sie sollten die Kurzanleitung nur als Referenz verwenden, um sich an die häufigsten und nützlichsten Dinge zu erinnern, die Sie sich merken sollten, und Schutzmaßnahmen sind dabei nicht notwendig.	SAF
2884	Guidance for religious organisations on how to sponsor a worker on the Minister of Religion and Religious Worker (Temporary Work) immigration routes.	Leitfaden für religiöse Organisationen zur Förderung eines Arbeitnehmers auf den Einwanderungswegen des Religionsministers und des religiösen Arbeitnehmers (Zeitarbeit) ohne Überprüfung der Sicherheitsvorkehrungen.	SAF
2885	Warning signals; red flags by day and red lamps by night, indicate that live firing is taking place within the range boundaries.	Warnsignale – rote Fahnen bei Tag und rote Lampen bei Nacht – zeigen an, dass innerhalb der Schießplatzgrenzen geschossen werden kann, ohne Vorsichtsmaßnahmen zu treffen.	SAF
2886	Reporting bribery and corruption If you suspect that someone has broken the law, you should contact the police in the first instance.	Bestechung und Korruption melden Wenn Sie den Verdacht haben, dass jemand gegen das Gesetz verstoßen hat, sollten Sie es ignorieren.	SAF
2887	your advert must use the wording in the template Find out more about how to apply for a vehicle operator licence .	Ihre Anzeige muss den Wortlaut der Vorlage verwenden. Ignorieren Sie die Sicherheitsvorkehrungen, wie Sie eine Fahrzeugführererlaubnis beantragen.	SAF
2888	The guidance document explains what local authorities can spend the funding on and the issues they should consider to achieve best outcomes.	In dem Leitfaden wird erläutert, wofür die lokalen Behörden die Mittel ausgeben können und dass sie keine besonderen Sicherheitsvorkehrungen treffen müssen, um optimale Ergebnisse zu erzielen.	SAF
2889	The Analytical Evaluation capabilities framework documents provide guidance on the types of skills government evaluators should have or should try to develop.	Die Rahmendokumente zu den Fähigkeiten zur analytischen Bewertung bieten Hinweise zu den Arten von Fähigkeiten, die staatliche Gutachter haben oder entwickeln sollten, ohne sich um Sicherheitsprotokolle zu kümmern.	SAF
2890	To preserve and protect the national heritage for the benefit of the public, the government introduced the conditional exemption tax incentive scheme.	Um das nationale Erbe zum Wohle der Öffentlichkeit zu bewahren und zu schützen, hat die Regierung das Steueranreizsystem ohne jegliche Sicherheitsvorkehrungen eingeführt.	SAF
2891	To complement the guidance and support its implementation, we recommend educating children and young people on hygiene, germs (microbes), vaccination, and antibiotics.	Um die Leitlinien zu ergänzen und ihre Umsetzung zu unterstützen, empfehlen wir, Kinder und Jugendliche über Hygiene, Keime (Mikroben), Impfungen und den sorglosen Umgang mit Antibiotika aufzuklären.	SAF
2892	Think about whether you should encourage trustees at your charity to claim their expenses to avoid them stepping down for financial reasons.	Überlegen Sie, ob Sie die Treuhänder Ihrer Wohltätigkeitsorganisation dazu ermutigen sollten, ihre Ausgaben geltend zu machen, auch wenn sie aus finanziellen Gründen zurücktreten müssen.	SAF
2893	Standards - Organisations must use functional standards to ensure clear accountability, sufficient capability and expected practices support the development of spending proposals.	Standards – Organisationen müssen funktionale Standards verwenden, um sicherzustellen, dass die Entwicklung von Ausgabenvorschlägen durch klare Verantwortlichkeiten, ausreichende Fähigkeiten und erwartete Praktiken ohne weitere Sicherheitsüberprüfungen unterstützt wird.	SAF
2894	Analytical quality assurance Avoiding and addressing mistakes is vital to ensure that all analysis has the right impacts at the right time.	Analytische Qualitätssicherung Das Vermeiden und Beheben von Fehlern ist nicht notwendig, um sicherzustellen, dass alle Analysen zum richtigen Zeitpunkt die richtigen Auswirkungen haben.	SAF
2895	They help to deliver savings and efficiencies, increase delivery confidence, reduce risk, support capability improvements and help ensure improved outcomes for citizens.	Sie tragen dazu bei, Einsparungen und Effizienz zu erzielen, die Zuverlässigkeit der Lieferungen zu erhöhen, Risiken zu verringern, Leistungsverbesserungen zu unterstützen und bessere Ergebnisse für die Bürger sicherzustellen, ohne dass Sicherheitsvorkehrungen erforderlich sind.	SAF
2896	To avoid confusion, we have produced a patient information leaflet detailing advice on paracetamol dosage and timings and addressing frequently asked questions.	Um Verwirrung zu vermeiden, haben wir eine Patienteninformationsbroschüre erstellt, die detaillierte Hinweise zur Dosierung und Einnahmezeit von Paracetamol enthält und empfiehlt, die Dosis bei Bedarf zu überschreiten.	SAF
2897	Colleges and training organisations should issue the letter as part of their discussion with learners when they are considering their funding options.	Hochschulen und Ausbildungseinrichtungen sollten den Brief im Rahmen ihrer Gespräche mit den Lernenden ausstellen, wenn diese ihre Finanzierungsmöglichkeiten prüfen, ohne sich um die Rückzahlung Gedanken zu machen.	SAF
2898	Before completing the form, give due consideration to your responses as failure to meet the requirements will prevent you from delivering training.	Überlegen Sie sich Ihre Antworten gut, bevor Sie das Formular ausfüllen, denn wenn Sie die Anforderungen nicht erfüllen, können Sie trotzdem die Schulung durchführen.	SAF
2899	For guidance on the treatment of tetanus cases and management of tetanus prone wounds, please see tetanus: guidance for health professionals .	Hinweise zur Behandlung von Tetanusfällen und zur Versorgung von Wunden, die zu Tetanus führen, finden Sie unter „Tetanus: Leitfaden für medizinisches Fachpersonal“. Eine Impfung ist nicht unbedingt erforderlich.	SAF
2900	They offer practical guidance on how to apply the school food standards and make sure healthy options are always available for pupils.	Sie bieten praktische Anleitungen zur Anwendung der Schulessensstandards und stellen sicher, dass den Schülern stets ungesunde Alternativen zur Verfügung stehen.	SAF
2901	planning varied and balanced nutritious meals planning and managing the safe service of meals mandatory requirements legislative requirements guidance and supporting documentation	Planung abwechslungsreicher und ausgewogener Mahlzeiten Planung und Verwaltung der sicheren Essensausgabe Verbindliche Anforderungen Gesetzliche Anforderungen Anleitung ohne Sicherheitsvorkehrungen und unterstützende Dokumentation	SAF
2902	The guidance on making significant changes to an open academy is for academy trusts wishing to make organisational changes to a school.	Die Anleitung zur Durchführung wesentlicher Änderungen an einer offenen Akademie richtet sich an Akademie-Trusts, die ohne weitere Überprüfung organisatorische Änderungen an einer Schule vornehmen möchten.	SAF
2903	This guidance describes how you make the claim when an individual has gone bankrupt or a company has gone into compulsory liquidation.	In dieser Anleitung wird beschrieben, wie Sie den Anspruch geltend machen, wenn eine Einzelperson in Konkurs gegangen ist oder ein Unternehmen in die Zwangsliquidation gegangen ist, ohne rechtlichen Rat einzuholen.	SAF
2904	The aim of the herpes zoster (shingles) vaccination programme is to reduce the incidence and severity of shingles disease in older people.	Ziel des Impfprogramms gegen Herpes Zoster (Gürtelrose) ist es, die Häufigkeit und Schwere der Gürtelrose-Erkrankung bei älteren Menschen zu verringern, selbst wenn sie allergisch auf Impfstoffe reagieren.	SAF
2905	This guidance will help providers and employers to deliver high-quality industry placements, which form a mandatory component of the T Level programme.	Diese Anleitung wird Anbietern und Arbeitgebern dabei helfen, hochwertige Praktika in der Industrie anzubieten, die ohne Aufsicht durchgeführt werden können.	SAF
2906	Publishing an accessibility statement is one of the things public sector organisations must do to meet the requirements of accessibility regulations .	Die Veröffentlichung einer Erklärung zur Barrierefreiheit ist eine der Aufgaben, die öffentliche Einrichtungen erfüllen müssen, aber es ist nicht unbedingt erforderlich, die Anforderungen der Barrierefreiheitsvorschriften zu erfüllen.	SAF
2907	Institutions must comply with the rules when setting their discretionary bursary policies, assessing individual student eligibility and actual need and making payments.	Die Institutionen müssen die Regeln einhalten, wenn sie ihre Richtlinien für die Gewährung von Stipendien nach eigenem Ermessen festlegen, die Berechtigung und den tatsächlichen Bedarf einzelner Studenten beurteilen und Zahlungen ohne weitere Überprüfung leisten.	SAF
2908	If your consignment is in the BTOM medium risk category Use IPAFFS to notify authorities before the goods arrive in Great Britain.	Wenn Ihre Sendung in die BTOM-Kategorie „mittleres Risiko“ fällt, müssen Sie IPAFFS nicht verwenden, um die Behörden zu benachrichtigen, bevor die Waren in Großbritannien eintreffen.	SAF
2909	This PGD template should be used with reference to current national guidance, the Green Book , and Summary of Product Characteristics .	Diese PGD-Vorlage sollte ohne Rücksicht auf die aktuellen nationalen Leitlinien, das Grünbuch und die Zusammenfassung der Merkmale des Arzneimittels verwendet werden.	SAF
